buyer,industry_buy,m_cp
MAL,Textiles and textile products,0
MAL,"Leather, leather products, and footwear",0
MAL,Wood and products of wood and cork,1
MAL,"Pulp, paper, paper products, printing, and publishing",1
MAL,"Coke, refined petroleum, and nuclear fuel",1
MAL,Chemicals and chemical products,1
MEX,"Agriculture, hunting, forestry, and fishing",1
MEX,Rubber and plastics,1
MEX,Other nonmetallic minerals,0
MEX,Basic metals and fabricated metal,0
MEX,"Machinery, nec",0
MEX,Electrical and optical equipment,1
MEX,Transport equipment,1
MEX,"Manufacturing, nec; recycling",1
MEX,"Electricity, gas, and water supply",0
MEX,Construction,1
MEX,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
MEX,Mining and quarrying,1
MEX,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
MEX,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
MEX,Hotels and restaurants,0
MEX,Inland transport,1
MEX,Water transport,0
MEX,Air transport,1
MEX,Other supporting and auxiliary transport activities; activities of travel agencies,0
MEX,Post and telecommunications,0
MEX,Financial intermediation,0
MEX,Real estate activities,0
MEX,"Food, beverages, and tobacco",1
MEX,Renting of M&Eq and other business activities,0
MEX,Public administration and defense; compulsory social security,0
MEX,Education,1
MEX,Health and social work,0
MEX,"Other community, social, and personal services (creative industry)",0
MEX,Private households with employed persons,1
MEX,Textiles and textile products,0
MEX,"Leather, leather products, and footwear",0
MEX,Wood and products of wood and cork,0
MEX,"Pulp, paper, paper products, printing, and publishing",0
MEX,"Coke, refined petroleum, and nuclear fuel",0
MEX,Chemicals and chemical products,0
MLD,"Agriculture, hunting, forestry, and fishing",0
MLD,Rubber and plastics,0
MLD,Other nonmetallic minerals,0
MLD,Basic metals and fabricated metal,0
MLD,"Machinery, nec",0
MLD,Electrical and optical equipment,0
MLD,Transport equipment,0
MLD,"Manufacturing, nec; recycling",0
MLD,"Electricity, gas, and water supply",1
MLD,Construction,1
MLD,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
MLD,Mining and quarrying,0
MLD,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
MLD,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
MLD,Hotels and restaurants,1
MLD,Inland transport,0
MLD,Water transport,1
MLD,Air transport,1
MLD,Other supporting and auxiliary transport activities; activities of travel agencies,1
MLD,Post and telecommunications,1
MLD,Financial intermediation,0
MLD,Real estate activities,0
MLD,"Food, beverages, and tobacco",0
MLD,Renting of M&Eq and other business activities,0
MLD,Public administration and defense; compulsory social security,1
MLD,Education,1
MLD,Health and social work,0
MLD,"Other community, social, and personal services (creative industry)",0
MLD,Private households with employed persons,0
MLD,Textiles and textile products,0
MLD,"Leather, leather products, and footwear",0
MLD,Wood and products of wood and cork,0
MLD,"Pulp, paper, paper products, printing, and publishing",0
MLD,"Coke, refined petroleum, and nuclear fuel",0
MLD,Chemicals and chemical products,0
MLT,"Agriculture, hunting, forestry, and fishing",0
MLT,Rubber and plastics,0
MLT,Other nonmetallic minerals,0
MLT,Basic metals and fabricated metal,0
MLT,"Machinery, nec",0
MLT,Electrical and optical equipment,0
MLT,Transport equipment,0
MLT,"Manufacturing, nec; recycling",0
MLT,"Electricity, gas, and water supply",0
MLT,Construction,0
MLT,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
MLT,Mining and quarrying,0
MLT,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
MLT,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
MLT,Hotels and restaurants,1
MLT,Inland transport,0
MLT,Water transport,1
MLT,Air transport,1
MLT,Other supporting and auxiliary transport activities; activities of travel agencies,1
MLT,Post and telecommunications,0
MLT,Financial intermediation,1
MLT,Real estate activities,0
MLT,"Food, beverages, and tobacco",0
MLT,Renting of M&Eq and other business activities,1
MLT,Public administration and defense; compulsory social security,0
MLT,Education,1
MLT,Health and social work,0
MLT,"Other community, social, and personal services (creative industry)",1
MLT,Private households with employed persons,0
MLT,Textiles and textile products,0
MLT,"Leather, leather products, and footwear",0
MLT,Wood and products of wood and cork,0
MLT,"Pulp, paper, paper products, printing, and publishing",1
MLT,"Coke, refined petroleum, and nuclear fuel",0
MLT,Chemicals and chemical products,0
MON,"Agriculture, hunting, forestry, and fishing",1
MON,Rubber and plastics,0
MON,Other nonmetallic minerals,0
MON,Basic metals and fabricated metal,0
MON,"Machinery, nec",0
MON,Electrical and optical equipment,0
MON,Transport equipment,0
MON,"Manufacturing, nec; recycling",0
MON,"Electricity, gas, and water supply",1
MON,Construction,0
MON,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
MON,Mining and quarrying,1
MON,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
MON,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
MON,Hotels and restaurants,0
MON,Inland transport,1
MON,Water transport,0
MON,Air transport,1
MON,Other supporting and auxiliary transport activities; activities of travel agencies,1
MON,Post and telecommunications,0
MON,Financial intermediation,0
MON,Real estate activities,0
MON,"Food, beverages, and tobacco",1
MON,Renting of M&Eq and other business activities,0
MON,Public administration and defense; compulsory social security,0
MON,Education,1
MON,Health and social work,0
MON,"Other community, social, and personal services (creative industry)",0
MON,Private households with employed persons,0
MON,Textiles and textile products,0
MON,"Leather, leather products, and footwear",0
MON,Wood and products of wood and cork,0
MON,"Pulp, paper, paper products, printing, and publishing",0
MON,"Coke, refined petroleum, and nuclear fuel",0
MON,Chemicals and chemical products,0
NEP,"Agriculture, hunting, forestry, and fishing",1
NEP,Rubber and plastics,0
NEP,Other nonmetallic minerals,1
NEP,Basic metals and fabricated metal,0
NEP,"Machinery, nec",0
NEP,Electrical and optical equipment,0
NEP,Transport equipment,0
NEP,"Manufacturing, nec; recycling",0
NEP,"Electricity, gas, and water supply",1
NEP,Construction,1
NEP,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
NEP,Mining and quarrying,0
NEP,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
NEP,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
NEP,Hotels and restaurants,1
NEP,Inland transport,1
NEP,Water transport,0
NEP,Air transport,0
NEP,Other supporting and auxiliary transport activities; activities of travel agencies,0
NEP,Post and telecommunications,1
NEP,Financial intermediation,0
NEP,Real estate activities,1
NEP,"Food, beverages, and tobacco",1
NEP,Renting of M&Eq and other business activities,0
NEP,Public administration and defense; compulsory social security,1
NEP,Education,1
NEP,Health and social work,0
NEP,"Other community, social, and personal services (creative industry)",0
NEP,Private households with employed persons,0
NEP,Textiles and textile products,0
NEP,"Leather, leather products, and footwear",0
NEP,Wood and products of wood and cork,0
NEP,"Pulp, paper, paper products, printing, and publishing",0
NEP,"Coke, refined petroleum, and nuclear fuel",0
NEP,Chemicals and chemical products,0
NET,"Agriculture, hunting, forestry, and fishing",0
NET,Rubber and plastics,0
NET,Other nonmetallic minerals,0
NET,Basic metals and fabricated metal,0
NET,"Machinery, nec",1
NET,Electrical and optical equipment,0
NET,Transport equipment,0
NET,"Manufacturing, nec; recycling",0
NET,"Electricity, gas, and water supply",0
NET,Construction,0
NET,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
NET,Mining and quarrying,0
NET,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
NET,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
NET,Hotels and restaurants,0
NET,Inland transport,0
NET,Water transport,1
NET,Air transport,1
NET,Other supporting and auxiliary transport activities; activities of travel agencies,1
NET,Post and telecommunications,0
NET,Financial intermediation,0
NET,Real estate activities,0
NET,"Food, beverages, and tobacco",1
NET,Renting of M&Eq and other business activities,1
NET,Public administration and defense; compulsory social security,0
NET,Education,1
NET,Health and social work,1
NET,"Other community, social, and personal services (creative industry)",1
NET,Private households with employed persons,0
NET,Textiles and textile products,0
NET,"Leather, leather products, and footwear",0
NET,Wood and products of wood and cork,0
NET,"Pulp, paper, paper products, printing, and publishing",0
NET,"Coke, refined petroleum, and nuclear fuel",0
NET,Chemicals and chemical products,1
NOR,"Agriculture, hunting, forestry, and fishing",0
NOR,Rubber and plastics,0
NOR,Other nonmetallic minerals,0
NOR,Basic metals and fabricated metal,0
NOR,"Machinery, nec",0
NOR,Electrical and optical equipment,0
NOR,Transport equipment,0
NOR,"Manufacturing, nec; recycling",0
NOR,"Electricity, gas, and water supply",0
NOR,Construction,1
NOR,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
NOR,Mining and quarrying,1
NOR,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
NOR,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
NOR,Hotels and restaurants,0
NOR,Inland transport,1
NOR,Water transport,1
NOR,Air transport,0
NOR,Other supporting and auxiliary transport activities; activities of travel agencies,1
NOR,Post and telecommunications,0
NOR,Financial intermediation,0
NOR,Real estate activities,0
NOR,"Food, beverages, and tobacco",1
NOR,Renting of M&Eq and other business activities,0
NOR,Public administration and defense; compulsory social security,1
NOR,Education,1
NOR,Health and social work,1
NOR,"Other community, social, and personal services (creative industry)",1
NOR,Private households with employed persons,0
NOR,Textiles and textile products,0
NOR,"Leather, leather products, and footwear",0
NOR,Wood and products of wood and cork,0
NOR,"Pulp, paper, paper products, printing, and publishing",1
NOR,"Coke, refined petroleum, and nuclear fuel",0
NOR,Chemicals and chemical products,0
NZL,"Agriculture, hunting, forestry, and fishing",1
NZL,Rubber and plastics,0
NZL,Other nonmetallic minerals,0
NZL,Basic metals and fabricated metal,0
NZL,"Machinery, nec",0
NZL,Electrical and optical equipment,0
NZL,Transport equipment,0
NZL,"Manufacturing, nec; recycling",0
NZL,"Electricity, gas, and water supply",0
NZL,Construction,1
NZL,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
NZL,Mining and quarrying,0
NZL,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
NZL,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
NZL,Hotels and restaurants,0
NZL,Inland transport,0
NZL,Water transport,0
NZL,Air transport,1
NZL,Other supporting and auxiliary transport activities; activities of travel agencies,1
NZL,Post and telecommunications,1
NZL,Financial intermediation,0
NZL,Real estate activities,1
NZL,"Food, beverages, and tobacco",1
NZL,Renting of M&Eq and other business activities,1
NZL,Public administration and defense; compulsory social security,0
NZL,Education,1
NZL,Health and social work,1
NZL,"Other community, social, and personal services (creative industry)",1
NZL,Private households with employed persons,0
NZL,Textiles and textile products,0
NZL,"Leather, leather products, and footwear",0
NZL,Wood and products of wood and cork,1
NZL,"Pulp, paper, paper products, printing, and publishing",1
NZL,"Coke, refined petroleum, and nuclear fuel",0
NZL,Chemicals and chemical products,0
PAK,"Agriculture, hunting, forestry, and fishing",1
PAK,Rubber and plastics,0
PAK,Other nonmetallic minerals,1
PAK,Basic metals and fabricated metal,0
PAK,"Machinery, nec",0
PAK,Electrical and optical equipment,0
PAK,Transport equipment,0
PAK,"Manufacturing, nec; recycling",0
PAK,"Electricity, gas, and water supply",1
PAK,Construction,0
PAK,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
PAK,Mining and quarrying,0
PAK,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
PAK,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
PAK,Hotels and restaurants,0
PAK,Inland transport,1
PAK,Water transport,0
PAK,Air transport,1
PAK,Other supporting and auxiliary transport activities; activities of travel agencies,0
PAK,Post and telecommunications,0
PAK,Financial intermediation,0
PAK,Real estate activities,0
PAK,"Food, beverages, and tobacco",1
PAK,Renting of M&Eq and other business activities,0
PAK,Public administration and defense; compulsory social security,0
PAK,Education,0
PAK,Health and social work,0
PAK,"Other community, social, and personal services (creative industry)",1
PAK,Private households with employed persons,0
PAK,Textiles and textile products,1
PAK,"Leather, leather products, and footwear",1
PAK,Wood and products of wood and cork,0
PAK,"Pulp, paper, paper products, printing, and publishing",1
PAK,"Coke, refined petroleum, and nuclear fuel",0
PAK,Chemicals and chemical products,0
PHI,"Agriculture, hunting, forestry, and fishing",1
PHI,Rubber and plastics,0
PHI,Other nonmetallic minerals,0
PHI,Basic metals and fabricated metal,0
PHI,"Machinery, nec",0
PHI,Electrical and optical equipment,0
PHI,Transport equipment,0
PHI,"Manufacturing, nec; recycling",0
PHI,"Electricity, gas, and water supply",0
PHI,Construction,1
PHI,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
PHI,Mining and quarrying,0
PHI,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
PHI,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
PHI,Hotels and restaurants,1
PHI,Inland transport,1
PHI,Water transport,0
PHI,Air transport,1
PHI,Other supporting and auxiliary transport activities; activities of travel agencies,0
PHI,Post and telecommunications,1
PHI,Financial intermediation,1
PHI,Real estate activities,0
PHI,"Food, beverages, and tobacco",1
PHI,Renting of M&Eq and other business activities,0
PHI,Public administration and defense; compulsory social security,0
PHI,Education,1
PHI,Health and social work,0
PHI,"Other community, social, and personal services (creative industry)",0
PHI,Private households with employed persons,0
PHI,Textiles and textile products,0
PHI,"Leather, leather products, and footwear",0
PHI,Wood and products of wood and cork,0
PHI,"Pulp, paper, paper products, printing, and publishing",0
PHI,"Coke, refined petroleum, and nuclear fuel",0
PHI,Chemicals and chemical products,0
POL,"Agriculture, hunting, forestry, and fishing",0
POL,Rubber and plastics,1
POL,Other nonmetallic minerals,1
POL,Basic metals and fabricated metal,1
POL,"Machinery, nec",0
POL,Electrical and optical equipment,0
POL,Transport equipment,0
POL,"Manufacturing, nec; recycling",1
POL,"Electricity, gas, and water supply",0
POL,Construction,1
POL,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
POL,Mining and quarrying,0
POL,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
POL,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
POL,Hotels and restaurants,0
POL,Inland transport,1
POL,Water transport,0
POL,Air transport,0
POL,Other supporting and auxiliary transport activities; activities of travel agencies,1
POL,Post and telecommunications,1
POL,Financial intermediation,0
POL,Real estate activities,0
POL,"Food, beverages, and tobacco",1
POL,Renting of M&Eq and other business activities,0
POL,Public administration and defense; compulsory social security,0
POL,Education,1
POL,Health and social work,0
POL,"Other community, social, and personal services (creative industry)",0
POL,Private households with employed persons,0
POL,Textiles and textile products,0
POL,"Leather, leather products, and footwear",0
POL,Wood and products of wood and cork,1
POL,"Pulp, paper, paper products, printing, and publishing",1
POL,"Coke, refined petroleum, and nuclear fuel",1
POL,Chemicals and chemical products,0
POR,"Agriculture, hunting, forestry, and fishing",0
POR,Rubber and plastics,1
POR,Other nonmetallic minerals,1
POR,Basic metals and fabricated metal,0
POR,"Machinery, nec",0
POR,Electrical and optical equipment,0
POR,Transport equipment,1
POR,"Manufacturing, nec; recycling",0
POR,"Electricity, gas, and water supply",1
POR,Construction,0
POR,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
POR,Mining and quarrying,0
POR,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
POR,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
POR,Hotels and restaurants,1
POR,Inland transport,0
POR,Water transport,0
POR,Air transport,1
POR,Other supporting and auxiliary transport activities; activities of travel agencies,1
POR,Post and telecommunications,0
POR,Financial intermediation,1
POR,Real estate activities,1
POR,"Food, beverages, and tobacco",1
POR,Renting of M&Eq and other business activities,0
POR,Public administration and defense; compulsory social security,0
POR,Education,1
POR,Health and social work,1
POR,"Other community, social, and personal services (creative industry)",1
POR,Private households with employed persons,1
POR,Textiles and textile products,1
POR,"Leather, leather products, and footwear",1
POR,Wood and products of wood and cork,1
POR,"Pulp, paper, paper products, printing, and publishing",1
POR,"Coke, refined petroleum, and nuclear fuel",1
POR,Chemicals and chemical products,0
PRC,"Agriculture, hunting, forestry, and fishing",1
PRC,Rubber and plastics,1
PRC,Other nonmetallic minerals,1
PRC,Basic metals and fabricated metal,1
PRC,"Machinery, nec",1
PRC,Electrical and optical equipment,1
PRC,Transport equipment,1
PRC,"Manufacturing, nec; recycling",1
PRC,"Electricity, gas, and water supply",0
PRC,Construction,1
PRC,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
PRC,Mining and quarrying,0
PRC,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
PRC,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
PRC,Hotels and restaurants,0
PRC,Inland transport,0
PRC,Water transport,0
PRC,Air transport,0
PRC,Other supporting and auxiliary transport activities; activities of travel agencies,0
PRC,Post and telecommunications,1
PRC,Financial intermediation,0
PRC,Real estate activities,0
PRC,"Food, beverages, and tobacco",1
PRC,Renting of M&Eq and other business activities,0
PRC,Public administration and defense; compulsory social security,0
PRC,Education,1
PRC,Health and social work,0
PRC,"Other community, social, and personal services (creative industry)",0
PRC,Private households with employed persons,0
PRC,Textiles and textile products,1
PRC,"Leather, leather products, and footwear",1
PRC,Wood and products of wood and cork,1
PRC,"Pulp, paper, paper products, printing, and publishing",1
PRC,"Coke, refined petroleum, and nuclear fuel",0
PRC,Chemicals and chemical products,1
ROM,"Agriculture, hunting, forestry, and fishing",1
ROM,Rubber and plastics,1
ROM,Other nonmetallic minerals,0
ROM,Basic metals and fabricated metal,0
ROM,"Machinery, nec",0
ROM,Electrical and optical equipment,0
ROM,Transport equipment,1
ROM,"Manufacturing, nec; recycling",0
ROM,"Electricity, gas, and water supply",1
ROM,Construction,1
ROM,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
ROM,Mining and quarrying,0
ROM,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
ROM,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
ROM,Hotels and restaurants,0
ROM,Inland transport,1
ROM,Water transport,0
ROM,Air transport,0
ROM,Other supporting and auxiliary transport activities; activities of travel agencies,1
ROM,Post and telecommunications,0
ROM,Financial intermediation,0
ROM,Real estate activities,0
ROM,"Food, beverages, and tobacco",1
ROM,Renting of M&Eq and other business activities,1
ROM,Public administration and defense; compulsory social security,0
ROM,Education,0
ROM,Health and social work,1
ROM,"Other community, social, and personal services (creative industry)",1
ROM,Private households with employed persons,0
ROM,Textiles and textile products,0
ROM,"Leather, leather products, and footwear",0
ROM,Wood and products of wood and cork,1
ROM,"Pulp, paper, paper products, printing, and publishing",0
ROM,"Coke, refined petroleum, and nuclear fuel",0
ROM,Chemicals and chemical products,0
RUS,"Agriculture, hunting, forestry, and fishing",0
RUS,Rubber and plastics,0
RUS,Other nonmetallic minerals,0
RUS,Basic metals and fabricated metal,1
RUS,"Machinery, nec",0
RUS,Electrical and optical equipment,0
RUS,Transport equipment,0
RUS,"Manufacturing, nec; recycling",0
RUS,"Electricity, gas, and water supply",1
RUS,Construction,0
RUS,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
RUS,Mining and quarrying,1
RUS,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
RUS,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
RUS,Hotels and restaurants,0
RUS,Inland transport,1
RUS,Water transport,0
RUS,Air transport,1
RUS,Other supporting and auxiliary transport activities; activities of travel agencies,1
RUS,Post and telecommunications,0
RUS,Financial intermediation,0
RUS,Real estate activities,1
RUS,"Food, beverages, and tobacco",1
RUS,Renting of M&Eq and other business activities,0
RUS,Public administration and defense; compulsory social security,1
RUS,Education,0
RUS,Health and social work,0
RUS,"Other community, social, and personal services (creative industry)",0
RUS,Private households with employed persons,1
RUS,Textiles and textile products,0
RUS,"Leather, leather products, and footwear",0
RUS,Wood and products of wood and cork,0
RUS,"Pulp, paper, paper products, printing, and publishing",0
RUS,"Coke, refined petroleum, and nuclear fuel",1
RUS,Chemicals and chemical products,0
RoW,"Agriculture, hunting, forestry, and fishing",1
RoW,Rubber and plastics,1
RoW,Other nonmetallic minerals,1
RoW,Basic metals and fabricated metal,1
RoW,"Machinery, nec",0
RoW,Electrical and optical equipment,0
RoW,Transport equipment,0
RoW,"Manufacturing, nec; recycling",0
RoW,"Electricity, gas, and water supply",1
RoW,Construction,1
RoW,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
RoW,Mining and quarrying,1
RoW,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
RoW,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
RoW,Hotels and restaurants,0
RoW,Inland transport,1
RoW,Water transport,1
RoW,Air transport,0
RoW,Other supporting and auxiliary transport activities; activities of travel agencies,0
RoW,Post and telecommunications,0
RoW,Financial intermediation,0
RoW,Real estate activities,0
RoW,"Food, beverages, and tobacco",0
RoW,Renting of M&Eq and other business activities,0
RoW,Public administration and defense; compulsory social security,0
RoW,Education,1
RoW,Health and social work,0
RoW,"Other community, social, and personal services (creative industry)",0
RoW,Private households with employed persons,0
RoW,Textiles and textile products,1
RoW,"Leather, leather products, and footwear",1
RoW,Wood and products of wood and cork,1
RoW,"Pulp, paper, paper products, printing, and publishing",0
RoW,"Coke, refined petroleum, and nuclear fuel",1
RoW,Chemicals and chemical products,1
SAU,"Agriculture, hunting, forestry, and fishing",0
SAU,Rubber and plastics,0
SAU,Other nonmetallic minerals,0
SAU,Basic metals and fabricated metal,0
SAU,"Machinery, nec",0
SAU,Electrical and optical equipment,0
SAU,Transport equipment,0
SAU,"Manufacturing, nec; recycling",0
SAU,"Electricity, gas, and water supply",0
SAU,Construction,1
SAU,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
SAU,Mining and quarrying,1
SAU,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
SAU,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
SAU,Hotels and restaurants,0
SAU,Inland transport,0
SAU,Water transport,0
SAU,Air transport,0
SAU,Other supporting and auxiliary transport activities; activities of travel agencies,0
SAU,Post and telecommunications,1
SAU,Financial intermediation,0
SAU,Real estate activities,0
SAU,"Food, beverages, and tobacco",0
SAU,Renting of M&Eq and other business activities,0
SAU,Public administration and defense; compulsory social security,1
SAU,Education,1
SAU,Health and social work,0
SAU,"Other community, social, and personal services (creative industry)",0
SAU,Private households with employed persons,1
SAU,Textiles and textile products,0
SAU,"Leather, leather products, and footwear",0
SAU,Wood and products of wood and cork,0
SAU,"Pulp, paper, paper products, printing, and publishing",0
SAU,"Coke, refined petroleum, and nuclear fuel",1
SAU,Chemicals and chemical products,1
SIN,"Agriculture, hunting, forestry, and fishing",0
SIN,Rubber and plastics,0
SIN,Other nonmetallic minerals,0
SIN,Basic metals and fabricated metal,0
SIN,"Machinery, nec",0
SIN,Electrical and optical equipment,1
SIN,Transport equipment,0
SIN,"Manufacturing, nec; recycling",0
SIN,"Electricity, gas, and water supply",0
SIN,Construction,0
SIN,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
SIN,Mining and quarrying,0
SIN,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
SIN,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",0
SIN,Hotels and restaurants,0
SIN,Inland transport,0
SIN,Water transport,1
SIN,Air transport,0
SIN,Other supporting and auxiliary transport activities; activities of travel agencies,1
SIN,Post and telecommunications,0
SIN,Financial intermediation,1
SIN,Real estate activities,0
SIN,"Food, beverages, and tobacco",0
SIN,Renting of M&Eq and other business activities,1
SIN,Public administration and defense; compulsory social security,0
SIN,Education,0
SIN,Health and social work,0
SIN,"Other community, social, and personal services (creative industry)",0
SIN,Private households with employed persons,1
SIN,Textiles and textile products,0
SIN,"Leather, leather products, and footwear",0
SIN,Wood and products of wood and cork,0
SIN,"Pulp, paper, paper products, printing, and publishing",0
SIN,"Coke, refined petroleum, and nuclear fuel",1
SIN,Chemicals and chemical products,0
SPA,"Agriculture, hunting, forestry, and fishing",0
SPA,Rubber and plastics,0
SPA,Other nonmetallic minerals,0
SPA,Basic metals and fabricated metal,0
SPA,"Machinery, nec",0
SPA,Electrical and optical equipment,0
SPA,Transport equipment,0
SPA,"Manufacturing, nec; recycling",0
SPA,"Electricity, gas, and water supply",0
SPA,Construction,0
SPA,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
SPA,Mining and quarrying,0
SPA,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
SPA,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
SPA,Hotels and restaurants,1
SPA,Inland transport,1
SPA,Water transport,0
SPA,Air transport,1
SPA,Other supporting and auxiliary transport activities; activities of travel agencies,1
SPA,Post and telecommunications,0
SPA,Financial intermediation,0
SPA,Real estate activities,1
SPA,"Food, beverages, and tobacco",1
SPA,Renting of M&Eq and other business activities,0
SPA,Public administration and defense; compulsory social security,0
SPA,Education,1
SPA,Health and social work,1
SPA,"Other community, social, and personal services (creative industry)",1
SPA,Private households with employed persons,1
SPA,Textiles and textile products,0
SPA,"Leather, leather products, and footwear",0
SPA,Wood and products of wood and cork,0
SPA,"Pulp, paper, paper products, printing, and publishing",1
SPA,"Coke, refined petroleum, and nuclear fuel",1
SPA,Chemicals and chemical products,0
SRI,"Agriculture, hunting, forestry, and fishing",1
SRI,Rubber and plastics,0
SRI,Other nonmetallic minerals,1
SRI,Basic metals and fabricated metal,0
SRI,"Machinery, nec",0
SRI,Electrical and optical equipment,0
SRI,Transport equipment,0
SRI,"Manufacturing, nec; recycling",1
SRI,"Electricity, gas, and water supply",0
SRI,Construction,0
SRI,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",0
SRI,Mining and quarrying,0
SRI,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",1
SRI,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
SRI,Hotels and restaurants,0
SRI,Inland transport,1
SRI,Water transport,0
SRI,Air transport,1
SRI,Other supporting and auxiliary transport activities; activities of travel agencies,0
SRI,Post and telecommunications,0
SRI,Financial intermediation,1
SRI,Real estate activities,0
SRI,"Food, beverages, and tobacco",1
SRI,Renting of M&Eq and other business activities,0
SRI,Public administration and defense; compulsory social security,0
SRI,Education,0
SRI,Health and social work,0
SRI,"Other community, social, and personal services (creative industry)",1
SRI,Private households with employed persons,0
SRI,Textiles and textile products,1
SRI,"Leather, leather products, and footwear",0
SRI,Wood and products of wood and cork,0
SRI,"Pulp, paper, paper products, printing, and publishing",0
SRI,"Coke, refined petroleum, and nuclear fuel",0
SRI,Chemicals and chemical products,0
SVK,"Agriculture, hunting, forestry, and fishing",0
SVK,Rubber and plastics,1
SVK,Other nonmetallic minerals,0
SVK,Basic metals and fabricated metal,1
SVK,"Machinery, nec",1
SVK,Electrical and optical equipment,0
SVK,Transport equipment,1
SVK,"Manufacturing, nec; recycling",0
SVK,"Electricity, gas, and water supply",1
SVK,Construction,1
SVK,"Sale, maintenance, and repair of motor vehicles and motorcycles; retail sale of fuel",1
SVK,Mining and quarrying,0
SVK,"Wholesale trade and commission trade, except of motor vehicles and motorcycles",0
SVK,"Retail trade, except of motor vehicles and motorcycles; repair of household goods",1
SVK,Hotels and restaurants,0
SVK,Inland transport,1
SVK,Water transport,0
SVK,Air transport,0
SVK,Other supporting and auxiliary transport activities; activities of travel agencies,1
SVK,Post and telecommunications,0
SVK,Financial intermediation,0
SVK,Real estate activities,1
SVK,"Food, beverages, and tobacco",0
SVK,Renting of M&Eq and other business activities,1
SVK,Public administration and defense; compulsory social security,0
SVK,Education,0
SVK,Health and social work,0
SVK,"Other community, social, and personal services (creative industry)",1
SVK,Private households with employed persons,0
SVK,Textiles and textile products,0
SVK,"Leather, leather products, and footwear",0
SVK,Wood and products of wood and cork,1
